INCOME72,year,id,wrkstat,occ,prestige,industry,OCC10,occindv,PRESTG10,PRESTG105PLUS,marital,agewed,divorce,spwrksta,spocc,sppres,PAIND16,sibs,childs,age,educ,paeduc,maeduc,speduc,degree,padeg,madeg,spdeg,sex,race,RES16,REG16,MOBILE16,INCOM16,hompop,babies,preteen,teens,adults,earnrs,size,dotdata,dotpeop,dotthng,dotged,dotsvp,dotpres,padotdat,padotpeo,padotthn,padotged,padotsvp,padotpre,libsoc,colcom,gunlaw,trust
$10000 T,1972,876,KEEPING,325,30,609,File Cle,,36,26,married,19,,WORKING,441,45,,6,EIGHT OR,36,12,,16,12,HIGH SCH,,HIGH SCH,HIGH SCH,female,white,CITY GT,NEW ENGL,"SAME ST,",BELOW AV,9,3,3,1,2,1,641,3.06,7.76,8,3.17,3.48,34.9,,,,,,,NOT REMO,fired,favor,Can't be
$8000 TO,1972,877,WORKING,430,49,228,Electric,,49,54,married,27,no,KEEPING,,,,1,1,52,12,,9,12,HIGH SCH,,LT HIGH,HIGH SCH,male,white,50000 TO,NEW ENGL,SAME CIT,BELOW AV,3,0,0,0,3,3,641,2.12,7.77,1.25,3.96,6.95,43.8,,,,,,,NOT REMO,fired,favor,Can't be
$2000 TO,1972,878,KEEPING,665,29,207,"Welding,",,38,35,married,20,,WORKING,753,17,409,7,3,33,9,11,12,8,LT HIGH,LT HIGH,HIGH SCH,LT HIGH,female,white,50000 TO,NEW ENGL,"SAME ST,",FAR BELO,5,1,1,1,2,1,641,7,8,4,2.46,3.22,30.8,4.74,6.47,3.2,3,3.12,24.2,NOT REMO,NOT FIRE,favor,CAN TRUS
$6000 TO,1972,879,KEEPING,902,12,669,Maids an,,25,14,married,22,no,retired,715,32,69,3,4,64,11,8,8,12,LT HIGH,LT HIGH,LT HIGH,HIGH SCH,female,white,TOWN LT,NEW ENGL,"SAME ST,",BELOW AV,4,0,0,0,4,1,641,6.43,7.54,6.93,2.25,2.56,18.2,6.59,7.87,1.46,3.02,6.72,31.3,NOT REMO,fired,favor,Can't be
$10000 T,1972,880,WORKING,964,48,937,Police a,,60,78,married,21,no,KEEPING,,,478,4,3,29,10,11,12,12,LT HIGH,LT HIGH,HIGH SCH,LT HIGH,male,white,CITY GT,NEW ENGL,"SAME ST,",BELOW AV,5,1,2,0,2,1,641,2.37,5.86,7.99,3.16,4.51,37.3,6.87,7.95,3.13,2.94,3.33,29.1,remove,fired,favor,Can't be
$12500 T,1972,881,WORKING,715,32,609,Driver/s,,35,29,married,20,no,KEEPING,325,30,669,5,6,33,10,10,12,12,LT HIGH,LT HIGH,HIGH SCH,HIGH SCH,male,white,CITY GT,NEW ENGL,SAME CIT,average,8,3,3,0,2,1,641,6.87,7.95,3.13,2.94,3.33,29.1,3.28,7.68,1.64,3.6,6.4,30.2,NOT REMO,NOT FIRE,favor,CAN TRUS
$12500 T,1972,882,school,,,,,,,,NEVER MA,,,,,,527,1,0,18,11,12,11,,LT HIGH,HIGH SCH,LT HIGH,,male,white,CITY GT,NEW ENGL,SAME CIT,average,3,0,0,0,3,1,641,,,,,,,1.97,5.59,7.18,4.37,6.61,48.3,NOT REMO,fired,favor,CAN TRUS
$4000 TO,1972,883,WORKING,980,23,769,Childcar,,35,28,widowed,17,no,,,,17,7,2,65,7,0,0,,LT HIGH,LT HIGH,LT HIGH,,female,black,farm,E. SOU.,,average,4,0,0,1,3,3,301,6.99,7,8,3,2.01,9.8,1.68,7.97,1.51,3.84,6.62,30.9,NOT REMO,NOT FIRE,favor,Can't be
$4000 TO,1972,884,WORKING,912,26,669,Cooks,,33,24,NEVER MA,,,,,,,7,0,23,12,11,9,,HIGH SCH,LT HIGH,LT HIGH,,female,black,CITY GT,E. SOU.,,FAR BELO,8,1,2,3,2,3,301,3.28,7.68,1.64,3.6,6.4,30.2,,,,,,,NOT REMO,NOT FIRE,oppose,Can't be
$2000 TO,1972,885,KEEPING,926,42,848,Licensed,,69,88,married,27,no,other,610,36,,6,0,41,12,,,8,HIGH SCH,,,LT HIGH,female,black,CITY GT,E. SOU.,,average,2,0,0,0,2,0,301,4.67,7,8,3.59,5.17,43.3,,,,,,,remove,,favor,Can't be
$8000 TO,1972,886,WORKING,486,37,407,Uncodeab,,,,separate,34,,,,,17,7,0,49,5,,6,,LT HIGH,,LT HIGH,,male,black,farm,E. SOU.,,FAR BELO,1,0,0,0,1,1,301,2.99,8,1.91,3.81,6.62,38.2,1.68,7.97,1.51,3.84,6.62,30.9,NOT REMO,,oppose,Can't be
$15000 T,1972,887,WORKING,780,17,139,Uncodeab,,,,married,19,yes,WORKING,926,42,,1,4,50,13,,,12,HIGH SCH,,,HIGH SCH,male,black,CITY GT,E. SOU.,,FAR BELO,4,0,0,2,2,2,301,6.92,8,5.88,2.05,2.33,23.9,5.87,7.79,4.7,2.82,3.73,26.9,,,favor,CAN TRUS
$4000 TO,1972,888,WORKING,706,29,139,Industri,,35,28,married,22,no,WORKING,372,46,,5,1,24,12,8,12,16,HIGH SCH,LT HIGH,HIGH SCH,bachelor,male,black,CITY GT,E. SOU.,,average,3,1,0,0,2,2,301,6.93,7.97,3.13,2.1,3.09,22.6,5.94,8,4.01,2.6,3.82,27.6,NOT REMO,NOT FIRE,favor,Can't be
$10000 T,1972,889,WORKING,473,37,648,Automoti,,45,50,married,58,no,WORKING,984,18,17,2,3,65,,4,3,8,,LT HIGH,LT HIGH,LT HIGH,male,black,farm,E. SOU.,,FAR BELO,4,0,0,0,4,4,301,2.35,7.86,1.41,3.79,6.66,36.6,1.68,7.97,1.51,3.84,6.62,30.9,remove,fired,oppose,Can't be
$4000 TO,1972,890,WORKING,912,26,669,Cooks,,33,24,NEVER MA,,,,,,,7,0,21,12,9,10,,HIGH SCH,LT HIGH,LT HIGH,,female,black,CITY GT,E. SOU.,,average,10,2,0,2,6,3,301,3.28,7.68,1.64,3.6,6.4,30.2,,,,,,,remove,,favor,Can't be
$2000 TO,1972,891,KEEPING,926,42,848,Licensed,,69,88,married,21,no,other,903,16,,4,EIGHT OR,52,12,,,8,HIGH SCH,,,LT HIGH,female,black,BIG-CITY,E. SOU.,,FAR BELO,11,1,3,3,4,0,301,4.67,7,8,3.59,5.17,43.3,,,,,,,remove,fired,,Can't be
$2000 TO,1972,892,WORKING,216,38,778,Property,,41,44,married,24,no,WORKING,216,38,17,6,3,71,6,,,6,LT HIGH,,,LT HIGH,female,white,farm,W. NOR.,DIFFEREN,BELOW AV,2,0,0,0,2,2,40,1.44,5.43,7.51,3.82,6.39,41.5,1.68,7.97,1.51,3.84,6.62,30.9,remove,fired,favor,Can't be
$4000 TO,1972,893,KEEPING,,,,,,,,married,20,no,retired,231,50,17,2,5,79,8,,,8,LT HIGH,,,LT HIGH,female,white,farm,W. NOR.,DIFFEREN,ABOVE AV,2,0,0,0,2,0,40,,,,,,,1.68,7.97,1.51,3.84,6.62,30.9,NOT REMO,fired,favor,CAN TRUS
$2000 TO,1972,894,retired,926,42,838,Licensed,,69,88,NEVER MA,,,,,,17,7,0,74,8,,,,LT HIGH,,,,female,white,farm,W. NOR.,"SAME ST,",average,1,0,0,0,1,0,40,4.67,7,8,3.59,5.17,43.3,1.68,7.97,1.51,3.84,6.62,30.9,,fired,favor,CAN TRUS
$10000 T,1972,895,KEEPING,130,78,858,Postseco,,74,94,married,32,no,WORKING,270,44,877,6,4,74,18,18,14,17,graduate,graduate,HIGH SCH,bachelor,female,white,TOWN LT,E. NOR.,DIFFEREN,average,2,0,0,0,2,1,40,2,2,8,5.64,7.64,69.3,1.05,0.06,7.97,5.97,7.96,59.6,,fired,favor,CAN TRUS
$6000 TO,1972,896,WORKING,590,47,917,Military,,62,76,divorced,21,,,,,208,2,1,29,12,3,8,,HIGH SCH,LT HIGH,LT HIGH,,male,white,50000 TO,MIDDLE A,DIFFEREN,BELOW AV,1,0,0,0,1,1,40,,,,,,,6.75,7.88,3.45,2.49,4,28.3,NOT REMO,NOT FIRE,oppose,Can't be
$8000 TO,1972,897,school,281,49,247,Sales re,,45,55,married,26,yes,WORKING,142,60,67,4,1,31,18,8,12,17,graduate,LT HIGH,HIGH SCH,bachelor,male,white,CITY GT,foreign,DIFFEREN,ABOVE AV,2,0,0,0,2,2,40,2.62,5.13,7.89,3.84,5.05,47.1,1.97,5.59,7.18,4.37,6.61,48.3,NOT REMO,NOT FIRE,favor,CAN TRUS
$8000 TO,1972,898,WORKING,715,32,467,Driver/s,,35,29,divorced,21,,,,,937,7,5,35,11,8,8,,,LT HIGH,LT HIGH,,male,white,TOWN LT,W. NOR.,"SAME ST,",BELOW AV,1,0,0,0,1,1,40,6.87,7.95,3.13,2.94,3.33,29.1,5.79,7.85,4.81,2.83,3.62,22.7,NOT REMO,fired,favor,Can't be
$12500 T,1972,899,WORKING,915,20,669,Waiters,,31,16,married,19,,WORKING,690,32,48,5,3,53,12,8,8,8,HIGH SCH,LT HIGH,LT HIGH,LT HIGH,female,white,"COUNTRY,",SOUTH AT,DIFFEREN,BELOW AV,3,0,0,0,3,3,5,6.95,6.99,7.93,2.88,2.93,23.5,5.64,7.8,2.39,3.75,6.27,42.4,NOT REMO,fired,favor,CAN TRUS
$10000 T,1972,900,KEEPING,390,35,427,Reservat,,33,23,married,21,no,WORKING,415,40,67,3,5,41,12,3,2,12,HIGH SCH,LT HIGH,LT HIGH,HIGH SCH,female,white,"COUNTRY,",MIDDLE A,SAME CIT,average,7,1,2,2,2,2,5,2.83,5.74,7.93,3.79,4.94,44.2,1.97,5.59,7.18,4.37,6.61,48.3,NOT REMO,NOT FIRE,favor,CAN TRUS
$8000 TO,1972,901,WORKING,461,48,177,Machinis,,40,37,married,20,no,KEEPING,301,50,177,0,1,26,12,11,10,12,HIGH SCH,LT HIGH,LT HIGH,HIGH SCH,male,white,TOWN LT,MIDDLE A,SAME CIT,average,3,1,0,0,2,1,5,2.22,7.97,0.21,3.95,6.97,41.5,2.22,7.97,0.21,3.95,6.97,41.5,NOT REMO,fired,favor,CAN TRUS
$4000 TO,1972,902,KEEPING,694,32,208,Uncodeab,,,,married,30,no,WORKING,910,20,48,7,2,51,12,6,4,12,HIGH SCH,LT HIGH,LT HIGH,HIGH SCH,female,white,"COUNTRY,",MIDDLE A,"SAME ST,",BELOW AV,3,0,0,1,2,1,5,6.1,8,4.14,2.57,3.58,31.2,5.67,8,3.69,2.83,4.12,26.5,NOT REMO,fired,oppose,Can't be
$6000 TO,1972,903,WORKING,980,23,769,Childcar,,35,28,married,21,no,WORKING,903,16,,3,2,56,8,,5,5,LT HIGH,,LT HIGH,LT HIGH,female,white,"COUNTRY,",MIDDLE A,"SAME ST,",FAR BELO,2,0,0,0,2,2,5,6.99,7,8,3,2.01,9.8,,,,,,,,,,CAN TRUS
$12500 T,1972,904,school,,,,,,,,NEVER MA,,,,,,287,5,0,19,11,9,10,,LT HIGH,LT HIGH,LT HIGH,,male,white,TOWN LT,MIDDLE A,SAME CIT,average,8,1,1,2,4,3,5,,,,,,,6.26,7.8,1.81,3.12,6.5,33.9,remove,fired,oppose,Can't be
$10000 T,1972,905,WORKING,424,39,177,Crane an,,47,53,married,22,no,KEEPING,372,46,,4,1,25,9,,12,12,LT HIGH,,HIGH SCH,HIGH SCH,male,white,BIG-CITY,MIDDLE A,"SAME ST,",FAR BELO,3,1,0,0,2,1,5,6.89,8,2.91,2.84,4.56,31.8,,,,,,,NOT REMO,NOT FIRE,oppose,Can't be
,1972,906,retired,695,32,209,Uncodeab,,,,married,21,no,WORKING,245,50,407,5,1,69,12,,,9,LT HIGH,,,LT HIGH,male,white,TOWN LT,MIDDLE A,SAME CIT,average,2,0,0,0,2,1,5,7,8,4.93,2.34,3.35,30.3,2.95,8,2.84,4,7,45.7,remove,,oppose,depends
$4000 TO,1972,907,retired,86,69,877,Clergy,,66,86,married,25,no,WORKING,926,42,877,5,3,72,15,14,12,12,HIGH SCH,HIGH SCH,HIGH SCH,HIGH SCH,male,white,TOWN LT,MIDDLE A,"SAME ST,",average,2,0,0,0,2,1,5,1.05,0.06,7.97,5.97,7.96,59.6,1.05,0.06,7.97,5.97,7.96,59.6,NOT REMO,fired,favor,CAN TRUS
LT $2000,1972,908,WORKING,984,18,769,Maids an,,25,14,widowed,18,yes,,,,28,7,0,56,12,,7,,HIGH SCH,,LT HIGH,,female,black,TOWN LT,SOUTH AT,SAME CIT,BELOW AV,2,0,0,0,2,0,4,6.96,7.21,7.77,2.77,2.76,11.4,6.89,8,6.48,2.06,2.19,23.4,remove,fired,favor,Can't be
$6000 TO,1972,909,WORKING,142,60,857,Elementa,,61,85,divorced,,,,,,937,5,4,53,16,,,,bachelor,LT HIGH,LT HIGH,,female,black,TOWN LT,SOUTH AT,"SAME ST,",BELOW AV,3,0,1,1,1,1,4,1.97,2.03,8,4.99,6.14,63.6,,,,,,,remove,fired,favor,Can't be
$10000 T,1972,910,WORKING,245,50,69,Uncodeab,,,,married,39,no,WORKING,999,,69,7,0,60,12,12,12,12,HIGH SCH,,,HIGH SCH,male,black,TOWN LT,SOUTH AT,SAME CIT,average,2,0,0,0,2,2,4,1.97,5.59,7.18,4.37,6.61,48.3,1.97,5.59,7.18,4.37,6.61,48.3,remove,fired,,CAN TRUS
$2000 TO,1972,911,other,984,18,769,Maids an,,25,14,widowed,14,yes,,,,,1,0,64,3,,,,LT HIGH,,,,female,black,"COUNTRY,",SOUTH AT,"SAME ST,",BELOW AV,2,0,0,0,2,0,4,6.96,7.21,7.77,2.77,2.76,11.4,,,,,,,remove,fired,favor,CAN TRUS
$6000 TO,1972,912,WORKING,715,32,478,Driver/s,,35,29,separate,17,,,,,47,5,EIGHT OR,51,5,8,10,,LT HIGH,LT HIGH,LT HIGH,,male,black,CITY GT,SOUTH AT,DIFFEREN,BELOW AV,2,0,0,0,2,1,4,6.87,7.95,3.13,2.94,3.33,29.1,5.94,8,4.01,2.6,3.82,27.6,NOT REMO,fired,oppose,Can't be
$2000 TO,1972,913,WORKING,984,18,769,Maids an,,25,14,divorced,18,,,,,17,4,0,68,8,3,,,LT HIGH,LT HIGH,,,female,black,TOWN LT,SOUTH AT,SAME CIT,average,2,0,0,0,2,1,4,6.96,7.21,7.77,2.77,2.76,11.4,6.61,7.97,4.74,2.53,3.75,10.8,remove,fired,favor,Can't be
$8000 TO,1972,914,WORKING,902,12,728,Maids an,,25,14,NEVER MA,,,,,,67,7,0,27,12,8,8,,HIGH SCH,LT HIGH,LT HIGH,,male,black,TOWN LT,SOUTH AT,SAME CIT,average,2,0,0,0,2,2,4,6.43,7.54,6.93,2.25,2.56,18.2,3.27,7.84,1.26,3.87,7.61,38.7,remove,fired,oppose,Can't be
$10000 T,1972,915,WORKING,305,48,208,Bookkeep,,45,48,married,26,no,WORKING,305,48,69,1,2,54,12,8,8,14,HIGH SCH,LT HIGH,LT HIGH,HIGH SCH,female,white,CITY GT,MIDDLE A,SAME CIT,average,4,0,0,0,4,3,1949,3.12,7.91,7.96,3.98,5.01,45.9,6.59,7.87,1.46,3.02,6.72,31.3,NOT REMO,fired,favor,CAN TRUS
,1972,916,WORKING,320,36,738,Intervie,,50,65,married,20,no,WORKING,303,45,,2,2,33,12,,12,12,HIGH SCH,,HIGH SCH,HIGH SCH,female,white,CITY GT,MIDDLE A,DIFFEREN,average,4,0,2,0,2,2,1949,2.32,6.34,8,3.5,4.05,30.3,,,,,,,NOT REMO,NOT FIRE,favor,CAN TRUS
$10000 T,1972,917,WORKING,265,47,717,Insuranc,,47,61,married,26,no,KEEPING,944,33,527,1,3,40,15,13,12,12,HIGH SCH,HIGH SCH,HIGH SCH,HIGH SCH,male,white,CITY GT,MIDDLE A,SAME CIT,average,5,0,2,1,2,1,1949,1.86,5.65,8,4.21,6.18,49.7,4.68,6.45,5.84,2.9,4.09,30.5,NOT REMO,fired,favor,CAN TRUS
$8000 TO,1972,918,KEEPING,372,46,878,Secretar,,47,55,married,20,,WORKING,964,48,319,4,2,26,12,,,11,HIGH SCH,LT HIGH,LT HIGH,LT HIGH,female,white,CITY GT,MIDDLE A,SAME CIT,BELOW AV,5,2,0,0,3,1,1949,2.98,6.03,7.98,4,5.98,47.7,6.98,7.98,3.07,2.62,3.34,24.2,NOT REMO,NOT FIRE,favor,CAN TRUS
$2000 TO,1972,919,WORKING,551,41,319,"Tailors,",,42,46,married,21,no,KEEPING,,,319,1,4,84,4,4,4,4,LT HIGH,LT HIGH,LT HIGH,LT HIGH,male,white,TOWN LT,foreign,DIFFEREN,BELOW AV,2,0,0,0,2,1,1949,4.28,7.69,2.6,3.27,5.62,31.7,4.28,7.69,2.6,3.27,5.62,31.7,remove,fired,favor,Can't be
$8000 TO,1972,920,WORKING,915,20,669,Waiters,,31,16,married,22,no,WORKING,230,39,319,0,0,34,12,8,8,12,HIGH SCH,LT HIGH,LT HIGH,HIGH SCH,female,white,CITY GT,MIDDLE A,SAME CIT,average,2,0,0,0,2,1,1949,6.95,6.99,7.93,2.88,2.93,23.5,4.28,7.69,2.6,3.27,5.62,31.7,NOT REMO,fired,favor,CAN TRUS
$8000 TO,1972,921,WORKING,612,26,319,Uncodeab,,,,married,27,no,KEEPING,762,17,319,3,1,59,9,,,12,LT HIGH,,,HIGH SCH,male,white,CITY GT,MIDDLE A,SAME CIT,average,2,0,0,0,2,1,1949,6.63,7.98,4.06,2.58,3.58,27.4,6.69,7.98,2.32,2.88,4.03,28.9,NOT REMO,fired,favor,Can't be
$15000 T,1972,922,WORKING,144,63,857,Secondar,,64,91,NEVER MA,,,,,,648,5,0,53,20,6,6,,graduate,LT HIGH,LT HIGH,,male,white,CITY GT,MIDDLE A,SAME CIT,average,2,0,0,0,2,1,1949,1.9,2.02,8,4.99,6.96,62.7,2.95,6.15,7.22,3.68,5.62,38.6,remove,NOT FIRE,favor,CAN TRUS
$8000 TO,1972,923,WORKING,153,47,209,Engineer,,50,63,married,23,no,KEEPING,372,46,,0,2,29,15,,18,12,JUNIOR C,,graduate,LT HIGH,male,white,CITY GT,MIDDLE A,SAME CIT,average,4,2,0,0,2,1,1949,1.51,7.67,1.65,4.46,6.79,47.9,,,,,,,NOT REMO,NOT FIRE,favor,Can't be
$2000 TO,1972,924,WORKING,613,32,798,"Tailors,",,42,46,widowed,24,yes,,,,17,7,3,75,8,,,,LT HIGH,,,,female,white,farm,W. NOR.,DIFFEREN,average,1,0,0,0,1,1,275,4.18,7.74,1.68,3.12,5.51,29.3,1.68,7.97,1.51,3.84,6.62,30.9,,fired,favor,
$4000 TO,1972,925,WORKING,984,18,769,Maids an,,25,14,widowed,18,yes,,,,17,7,1,73,5,,3,,LT HIGH,,LT HIGH,,female,black,farm,E. SOU.,DIFFEREN,FAR BELO,2,0,0,0,2,2,275,6.96,7.21,7.77,2.77,2.76,11.4,1.68,7.97,1.51,3.84,6.62,30.9,,,favor,
$6000 TO,1972,926,KEEPING,,,,,,,,married,38,no,retired,903,16,17,7,0,63,7,,,8,LT HIGH,,,LT HIGH,female,black,"COUNTRY,",SOUTH AT,DIFFEREN,average,2,0,0,0,2,0,275,,,,,,,1.68,7.97,1.51,3.84,6.62,30.9,remove,,favor,Can't be
$6000 TO,1972,927,WORKING,680,40,169,"Welding,",,38,35,married,18,yes,KEEPING,,,,7,1,34,11,,,5,HIGH SCH,,,LT HIGH,male,white,CITY GT,pacific,DIFFEREN,,3,1,0,0,2,1,275,6.69,7.97,3.71,2.9,5.19,33.4,,,,,,,NOT REMO,fired,oppose,Can't be
$15000 T,1972,928,WORKING,310,31,628,Cashiers,,28,16,married,19,no,WORKING,461,48,48,7,3,51,12,,8,8,HIGH SCH,,LT HIGH,LT HIGH,female,white,"COUNTRY,",MIDDLE A,DIFFEREN,BELOW AV,2,0,0,0,2,2,275,3.91,6.06,7.97,3.11,2.44,27.4,5.67,8,3.69,2.83,4.12,26.5,NOT REMO,fired,favor,CAN TRUS
$12500 T,1972,929,WORKING,424,39,219,Crane an,,47,53,married,30,no,WORKING,944,33,379,3,0,43,10,8,8,11,LT HIGH,LT HIGH,LT HIGH,LT HIGH,male,white,CITY GT,E. NOR.,SAME CIT,BELOW AV,2,0,0,0,2,2,275,6.89,8,2.91,2.84,4.56,31.8,6.84,8,4.18,2.34,3.43,29.9,NOT REMO,fired,favor,Can't be
$6000 TO,1972,930,WORKING,612,26,359,Uncodeab,,,,divorced,20,,,,,379,7,7,45,10,,,,LT HIGH,,,,male,white,CITY GT,E. NOR.,SAME CIT,average,4,0,0,2,2,2,275,6.63,7.98,4.06,2.58,3.58,27.4,6.35,8,6.22,2.26,2.95,24.9,NOT REMO,fired,favor,Can't be
$8000 TO,1972,931,WORKING,522,41,917,Pipelaye,,43,50,married,17,yes,KEEPING,925,36,17,5,EIGHT OR,34,10,3,8,9,LT HIGH,LT HIGH,LT HIGH,LT HIGH,male,white,farm,E. NOR.,SAME CIT,average,6,1,3,0,2,1,275,3,7.81,1.25,3.91,7.28,43.4,1.68,7.97,1.51,3.84,6.62,30.9,NOT REMO,NOT FIRE,oppose,Can't be
$6000 TO,1972,932,WORKING,822,18,17,Miscella,,27,18,married,33,no,KEEPING,,,17,7,4,58,12,4,8,8,HIGH SCH,LT HIGH,LT HIGH,LT HIGH,male,white,farm,W. NOR.,"SAME ST,",average,4,0,1,1,2,2,2,6.61,7.97,4.74,2.53,3.75,10.8,1.68,7.97,1.51,3.84,6.62,30.9,NOT REMO,fired,favor,Can't be
$2000 TO,1972,933,WORKING,950,36,858,Maids an,,25,14,married,19,no,WORKING,801,41,17,7,1,59,8,4,4,8,LT HIGH,LT HIGH,LT HIGH,LT HIGH,female,white,farm,W. NOR.,SAME CIT,BELOW AV,2,0,0,0,2,2,2,3.03,4.99,7.76,3.59,5.05,36.6,1.68,7.97,1.51,3.84,6.62,30.9,remove,fired,favor,Can't be
$8000 TO,1972,934,WORKING,205,50,528,Wholesal,,45,49,married,24,no,KEEPING,925,36,67,2,3,35,12,8,12,10,HIGH SCH,LT HIGH,HIGH SCH,LT HIGH,male,white,TOWN LT,W. NOR.,DIFFEREN,average,5,1,2,0,2,1,2,1.2,5.09,7.93,4.43,6.61,50.7,1.97,5.59,7.18,4.37,6.61,48.3,NOT REMO,fired,favor,CAN TRUS
$25000 T,1972,935,WORKING,801,41,17,"Farmers,",,46,58,married,25,no,WORKING,142,60,17,7,3,56,12,8,8,18,HIGH SCH,LT HIGH,LT HIGH,graduate,male,white,farm,W. NOR.,SAME CIT,BELOW AV,2,0,0,0,2,2,2,1.68,7.97,1.51,3.84,6.62,30.9,1.68,7.97,1.51,3.84,6.62,30.9,NOT REMO,fired,favor,Can't be
$10000 T,1972,936,KEEPING,310,31,628,Cashiers,,28,16,married,18,no,WORKING,715,32,528,6,2,29,10,8,8,12,LT HIGH,LT HIGH,LT HIGH,HIGH SCH,female,white,TOWN LT,W. NOR.,DIFFEREN,BELOW AV,4,1,1,0,2,2,2,3.91,6.06,7.97,3.11,2.44,27.4,6.81,7.92,6.9,2.07,2.36,25.3,NOT REMO,fired,favor,CAN TRUS
$8000 TO,1972,937,KEEPING,770,20,17,Laborers,,25,16,married,18,no,WORKING,822,18,,7,4,30,8,,8,11,LT HIGH,,LT HIGH,LT HIGH,female,white,TOWN LT,W. NOR.,"SAME ST,",BELOW AV,6,1,3,0,2,1,2,6.81,7.92,6.9,2.07,2.36,25.3,,,,,,,NOT REMO,fired,favor,Can't be
$8000 TO,1972,938,KEEPING,,,,,,,,married,19,no,WORKING,822,18,528,4,7,52,8,,,7,LT HIGH,LT HIGH,LT HIGH,LT HIGH,female,white,CITY GT,W. NOR.,DIFFEREN,average,3,0,1,0,2,1,2,,,,,,,1.2,5.09,7.93,4.43,6.61,50.7,remove,fired,favor,CAN TRUS
$4000 TO,1972,939,UNEMPL,780,17,137,Uncodeab,,,,married,21,no,WORKING,715,32,57,3,3,44,8,2,2,4,LT HIGH,LT HIGH,LT HIGH,LT HIGH,female,black,TOWN LT,W. SOU.,SAME CIT,average,3,0,0,0,3,2,0,7,8,5.91,2.36,3.84,25,5.79,7.85,4.81,2.83,3.62,22.7,NOT REMO,,oppose,Can't be
LT $2000,1972,940,retired,415,40,69,Carpente,,44,49,married,21,no,KEEPING,,,107,6,0,59,0,0,0,4,LT HIGH,LT HIGH,LT HIGH,LT HIGH,male,black,TOWN LT,W. SOU.,SAME CIT,BELOW AV,2,0,0,0,2,0,0,3.27,7.84,1.26,3.87,7.61,38.7,6.95,8,5.5,1.96,3.02,13.8,NOT REMO,fired,oppose,Can't be
LT $2000,1972,941,retired,822,18,17,Miscella,,27,18,married,16,yes,retired,822,18,,4,6,63,0,,0,0,LT HIGH,,LT HIGH,LT HIGH,female,black,"COUNTRY,",W. SOU.,SAME CIT,BELOW AV,3,0,0,0,3,1,0,6.61,7.97,4.74,2.53,3.75,10.8,,,,,,,NOT REMO,,oppose,Can't be
$2000 TO,1972,942,WORKING,230,39,857,Food ser,,39,40,married,18,no,WORKING,473,37,68,5,6,35,12,4,7,11,HIGH SCH,LT HIGH,LT HIGH,LT HIGH,female,black,TOWN LT,W. SOU.,SAME CIT,BELOW AV,8,1,3,2,2,1,0,1.44,5.95,7.74,3.97,5.99,43.7,6.89,7.98,5.3,2.25,3.32,20.5,NOT REMO,,favor,Can't be
$2000 TO,1972,943,KEEPING,,,,,,,,married,18,no,WORKING,754,17,17,4,3,26,11,0,0,15,LT HIGH,LT HIGH,LT HIGH,HIGH SCH,female,black,TOWN LT,W. SOU.,SAME CIT,BELOW AV,5,1,2,0,2,1,0,,,,,,,6.61,7.97,4.74,2.53,3.75,10.8,NOT REMO,,favor,Can't be
$4000 TO,1972,944,WORKING,715,32,57,Driver/s,,35,29,married,21,no,KEEPING,,,17,6,3,50,0,0,0,0,LT HIGH,LT HIGH,LT HIGH,LT HIGH,male,black,TOWN LT,W. SOU.,SAME CIT,BELOW AV,3,0,0,0,3,1,0,6.87,7.95,3.13,2.94,3.33,29.1,1.68,7.97,1.51,3.84,6.62,30.9,NOT REMO,,favor,Can't be
$4000 TO,1972,945,WORKING,715,32,77,Driver/s,,35,29,married,23,no,KEEPING,,,17,6,5,42,8,0,0,8,LT HIGH,LT HIGH,LT HIGH,LT HIGH,female,black,TOWN LT,W. SOU.,SAME CIT,BELOW AV,7,1,2,2,2,1,0,6.87,7.95,3.13,2.94,3.33,29.1,1.68,7.97,1.51,3.84,6.62,30.9,NOT REMO,,oppose,Can't be
$15000 T,1972,946,WORKING,385,40,448,Telephon,,31,21,divorced,19,,,,,758,1,3,24,12,14,12,,HIGH SCH,HIGH SCH,HIGH SCH,,female,white,CITY GT,E. SOU.,SAME CIT,BELOW AV,4,1,0,0,3,2,301,6.37,5.88,2.72,3.1,3.31,35.7,1.64,5.57,5.67,4.19,6.93,46.4,,fired,,Can't be
$8000 TO,1972,947,TEMP NOT,482,33,608,Uncodeab,,,,married,20,no,WORKING,270,44,17,0,3,64,12,,,14,HIGH SCH,,,HIGH SCH,male,white,farm,W. SOU.,DIFFEREN,FAR BELO,2,0,0,0,2,2,301,3.81,7.91,2.53,3.57,5.66,37.5,1.68,7.97,1.51,3.84,6.62,30.9,remove,fired,oppose,Can't be
$2000 TO,1972,948,school,391,41,407,Word pro,,37,29,NEVER MA,,,,,,829,1,0,30,18,18,18,,bachelor,graduate,graduate,,male,white,CITY GT,E. NOR.,DIFFEREN,ABOVE AV,1,0,0,0,1,1,301,3.72,7.9,7.85,3.05,3.78,37.6,1.03,0.42,7.62,5.93,7.93,76.7,remove,NOT FIRE,oppose,CAN TRUS
